id,store_id,review_date,rating_raw,rating_label,review_text,senti_score,senti_label,key_topics
1,1539873707,2025-05-25,4.5,好,酒的品种很多，价格也不贵，想喝酒的冲！菜品味道不错，做得很有特色，但比较适合小胃口的朋友！,,,null
2,1539873707,2025-05-22,5.0,好,位置很棒，落地窗窗外绿树茵茵，氛围不要太好，吃的很好吃，上来就光盘，hahhh，味道偏咸，不是挡不住味道好,,,null
3,1539873707,2025-05-17,5.0,好,"流杯酒肆美食之旅：舌尖上的台州风味

最近打卡了流杯酒肆这家台州餐厅，体验堪称一绝，忍不住要和大家分享！

走进餐厅，瞬间就被其古色古香又不失现代感的装修风格吸引。木质桌椅、暖黄灯光，搭配上精致的绿植装饰，营造出温馨又舒适的用餐氛围，仿佛让人置身于台州的悠闲街巷，氛围感直接拉满。

菜品更是让人惊艳！招牌的家烧鲳鱼，鲳鱼新鲜肥美，家烧的做法完美保留了鱼肉的鲜嫩，浓郁的汤汁裹着鱼肉，咸鲜入味，每一口都让人回味无穷，鱼肉入口即化，满满的幸福感。

沙蒜豆面也不容错过，这道台州特色美食在这里得到了完美诠释。沙蒜的鲜味完全融入豆面中，豆面Q弹爽滑，吸饱了汤汁的精华，鲜香醇厚，口感层次丰富，绝对是必点菜品！

服务方面也无可挑剔，服务员热情周到，不仅耐心介绍菜品，还会及时添水、更换骨碟，用餐全程都让人感觉十分贴心。

总的来说，流杯酒肆无论是环境、菜品还是服务都表现出色，是一家能让人真切感受到台州美食魅力的餐厅。强烈推荐给喜欢台州菜，或是想尝试新口味的朋友们！下次一定还会再来！",,,null
4,1539873707,2025-05-28,4.5,好,很有特色的一家店，菜品丰富，口味好,,,null
5,1539873707,2025-05-17,5.0,好,真的很好吃，台州朋友带我来了两次，果然是很出名的台州菜,,,null
6,1539873707,2025-05-17,5.0,好,很好吃，下次还来，今晚我就是台州人,,,null
7,1539873707,2025-05-25,5.0,好,菜很好吃，全都光盘了，下次还要来,,,null
8,1539873707,2025-05-17,5.0,好,花螺好吃 服务好,,,null
9,1539873707,2025-05-17,5.0,好,味道还行，口味独特，性价比还行，服务还可以,,,null
10,1539873707,2025-05-25,5.0,好,"主要来喝酒的，口味不错，食材很新鲜
酒的味道也很好，适合朋友小聚",,,null
